id,valid_cnt_in,valid_mny_in,valid_tax_in,cancel_cnt_in,cancel_mny_in,cancel_tax_in,cancel_cnt_rate_in,cancel_mny_rate_in,negative_rate_in,valid_cnt_out,valid_mny_out,valid_tax_out,cancel_cnt_out,cancel_mny_out,cancel_tax_out,cancel_cnt_rate_out,cancel_mny_rate_out,negative_rate_out,profit,debt,profit_estimation,p_growth_rate,p_acceleration,tax_estimation,t_growth_rate,t_acceleration,bill_cnt_in,bill_cnt_out,bill_cnt_year,partner_kurt_in,mny_wave_in,time_wave_in,partner_kurt_out,mny_wave_out,time_wave_out,credit_score,type_WOE,target
E61,0.006617039,0.000144494,0.000113829,0.996047431,0.999956668,0.999960882,0.889622644,0.980841372,0.93492823,0.082376288,0.004142916,0.997143079,0.96908939,0.997587412,0.998878676,0.973067269,0.950943404,0.935208866,0.513772486,0.507519947,0.622632905,0.301986669,0.118492566,0.238816244,0.747864883,0.55270365,0.007780121,0.071899089,0.032506685,0.727259463,0.998237214,0.856311005,0.667572787,0.998245741,0.939523097,0.666666667,0.972219177,0
E62,0.016733473,0.00020468,7.03E-05,0.996047431,0.999763182,0.999752171,0.955849059,0.928392533,1,0.007895626,0.002325491,0.999100112,0.976608187,0.989802939,0.996242797,0.814611872,0.680898441,0.602094242,0.511427788,0.509773295,0.617475542,0.225357864,0.11680877,0.242173705,0.774553283,0.548511413,0.014251436,0.007288017,0.013002674,0.676472538,0.997353102,0.541508097,0.773617693,0.921304935,0.881167929,0.666666667,1,0
E63,0.048514348,0.0061953,0.004309867,0.938076416,0.997020139,0.997799901,0.766942146,0.969471006,0.875229357,0.026220233,0.011576617,0.987556267,0.959899749,0.983219553,0.983129216,0.896582466,0.881935544,0.9848,0.512397474,0.503164607,0.617595119,0,0.098623586,0.242322371,1,0.548904711,0.014033302,0.000981079,0.010486027,0.70493132,0.989920272,0.920622663,0.675848942,0.930025187,0.902585588,0.666666667,0.926443303,0
E64,0.000986193,1.51E-05,4.10E-06,1,1,1,1,1,1,0.054002702,0.002176576,0.999906894,0.923141186,0.997245655,0.99988005,0.902981818,0.896491203,1,0.511574404,0.510621343,0.621051342,0.34883461,0.11498216,0.2423372,0.731432452,0.538518466,0.000654403,0.058724597,0.022440099,0.930873085,0.998516135,0.821020335,0.800429424,0.99270067,0.951127294,1,1,0
E65,0.018387733,0.000763977,0.000504305,0.989459816,0.998514949,0.999044723,0.893696764,0.88304157,1,0.019042391,0.001821484,0.998858878,0.974937343,0.995414166,0.997163555,0.910309278,0.80398804,0.951282053,0.50983268,0.51021486,0.620582565,0.376921281,0.122330817,0.239922578,0.670168457,0.524963939,0.019413946,0.025928521,0.023698422,0.829567101,0.994379918,0.861840411,0.667578116,0.948722083,0.882477449,0.666666667,1,0
E66,0.018260482,0.00088105,0.000354282,0.997364954,0.999659385,0.999894277,0.972963601,0.975375743,0.988173916,0.026346901,0.001162274,0.999575406,0.957393484,0.997393405,0.999079575,0.891089837,0.823994094,0.969745223,0.508816368,0.510814899,0.620345484,0.279414984,0.1269681,0.240802404,0.731432452,0.427469038,0.01599651,0.05648213,0.032663975,0.616821208,0.993874655,0.865538602,0.59611184,0.959985812,0.949062975,0.666666667,0.972219177,0
E67,0.019914742,0.000213226,7.29E-05,0.973649539,0.999626991,0.999878553,0.758887172,0.894026132,0.978309408,0.007937848,0.001374085,0.99973297,0.980785297,0.996164094,0.999272818,0.844883721,0.785192062,0.950520833,0.510240344,0.510530006,0.620549728,0.680380705,0.110770671,0.241617928,0.327972657,0.597237386,0.026757798,0.0100911,0.02306926,0.762689302,0.999214645,0.321274601,0.701613111,0.921467429,0.787149777,0.666666667,0.926443303,0
E68,6.36E-05,7.55E-08,2.92E-08,1,1,1,1,1,1,0.002575578,0.001434337,0.999858296,0.993316625,0.996589041,0.999662515,0.84109589,0.814087766,1,0.510685775,0.510556738,0.617595119,0,0.118979468,0.242322371,1,0.540059616,7.27E-05,0.002662929,0.001048603,0.950133799,0.999986448,0.943054025,0.920142741,0.955138766,0.832672428,0.333333333,0,0
E69,0,5.03E-07,8.82E-08,1,1,1,1,1,1,0.021913528,0.000886305,0.999827468,0.946532999,0.997488001,0.999537215,0.841908006,0.782937185,0.75780752,0.510009607,0.51052019,0.617595119,0.838244953,0.118979468,0.242322371,0.194297355,0.540059616,0,0.059285214,0,0.950133799,1,0.943054025,0.788115488,0.994817333,0.970472423,0.333333333,1,0
E70,0.056817459,0.000929295,0.000840241,0.944664032,0.998351956,0.998452631,0.820885729,0.892643599,0.977168436,0.019633508,0.002277621,0.997809706,0.908939014,0.989908508,0.990687441,0.726557093,0.678108769,0.905472638,0.510106967,0.509531357,0.617762091,0.279414984,0.113830005,0.241545358,0.864440223,0.551024158,0.060714026,0.024106517,0.052797148,0.837476483,0.997161228,0.865226385,0.783380573,0.937994623,0.701928485,0.666666667,0.926443303,0
E71,0.038302475,0.001723232,0.000117708,0.928853755,0.991291545,0.999508839,0.665448772,0.726185922,0.920995853,0.014989022,0.00299843,0.999999057,0.98663325,0.996899708,1,0.938133333,0.914548062,0.991179203,0.509612793,0.510921538,0.61763121,0.206893536,0.151034439,0.242312149,0.759090482,0.482501334,0.022104268,0.009810792,0.019608871,0.530119353,0.993956657,0,0.882331001,0.92822915,0.760016836,0.666666667,0.926443303,0
E72,0.003594834,0.000246189,0.000148282,0.996047431,0.999993059,0.999998711,0.799999997,0.998179896,0.880701752,0.007262287,0.001063519,0.999871557,0.939849624,0.999606724,0.999918789,0.579032257,0.968763203,1,0.509800185,0.510821277,0.620269027,0.401553929,0.127239916,0.242638709,0.821753665,0.531997328,0.002763034,0.006026629,0.004246841,0.94793615,0.985218223,0.786434073,1,0.917753843,0.892872664,0.333333333,1,0
E73,0.019055799,0.000134977,8.99E-05,0.992094862,0.999935486,0.999980985,0.922772278,0.969669567,0.977333336,0.009246749,0.001501359,0.99843533,0.989139515,0.997604969,0.997680324,0.920127118,0.871424628,0.900597906,0.510533464,0.509015924,0.618560561,0.248317147,0.119337532,0.241032772,0.781746158,0.539632075,0.016869047,0.011212334,0.016358203,0.706688018,0.99917557,0.883998656,0.436811506,0.918917723,0.887340799,0.333333333,1,0
E74,0.000572628,5.86E-05,2.79E-07,1,1,1,1,1,1,0.02144908,0.000971804,1,0.964076859,0.998098275,1,0.887657658,0.844936138,0.913411458,0.510013768,0.51072561,0.61789923,0.270982854,0.119348439,0.242325686,0.402243293,0.511809732,0.001163383,0.032095305,0.012845384,0.950133799,0.995048277,0.812454417,0.671597871,0.995883238,0.874261811,0.666666667,0.972219177,0
E75,0.017083413,0.000444962,0.000184689,0.981554677,0.999839924,0.999939375,0.802173911,0.977063906,0.97472119,0.340314136,0.001577911,0.999694138,0.506265664,0.996289691,0.999316448,0.900987868,0.8158931,0.995287699,0.510088012,0.510671459,0.618330733,0.217206418,0.123592992,0.242416933,0.773698974,0.533761089,0.025230859,0.327680448,0.140774917,0.574322446,0.996815228,0.304198913,0.872209969,0.99708856,0.917705652,0.333333333,0.926443303,0
E76,0.010975377,0.000150792,7.03E-05,0.994729908,0.999964089,0.999991024,0.910857146,0.984750069,0.960693641,0.009246749,0.000982626,0.999579392,0.981620718,0.998478533,0.999439402,0.869795919,0.87533177,0.985799701,0.50986661,0.510343076,0.618942381,0.317862441,0.119731005,0.241271011,0.653436607,0.527466005,0.007271141,0.010932025,0.009332564,0.823147977,0.997795899,0.470626593,0.540195873,0.935252904,0.903421635,0.666666667,0.926443303,0
E77,0.00165426,0.000130415,6.54E-05,0.998682477,0.999992619,0.999992233,0.855555552,0.996350959,1,0.010471204,0.001063308,0.999655583,0.994987469,0.99918104,0.999748539,0.96627907,0.935993645,0.924603174,0.51000153,0.510425429,0.617595119,0,0.10839985,0.242322371,1,0.59443756,0.001381517,0.001401542,0.001520474,0.916677032,0.993370876,0.832643035,0,0.941250111,0.918394154,0.333333333,0.972219177,0
E78,0.001622447,0.000560391,0.000592684,1,1,1,1,1,1,0.010302314,0.002266045,0.998751413,0.983291562,0.995008163,0.997789473,0.891791044,0.826272529,1,0.510735099,0.510235414,0.617595119,0,0.118494349,0.242322371,1,0.533816638,0.000363557,0.002382621,0.001153463,1,0.984714839,0.937175462,0.726894318,0.928993177,0.914313364,0.333333333,1,0
E79,0.004803716,0.000508298,0.000445266,0.997364954,0.999972207,0.999990845,0.898701298,0.996473381,1,0.002955582,0.000800383,0.999672018,0.989974937,0.998015793,0.999375515,0.797674418,0.807772921,1,0.509019453,0.511082423,0.618435998,0.279414984,0.142947398,0.242194305,0.731432452,0.521676776,0.00414455,0.003924317,0.004456562,0.747460749,0.993065798,0.502075649,0.859310142,0.916087188,0.820577096,0.666666667,0.972219177,0
E80,0.012375135,0.000428744,0.00015382,0.993412385,0.999990336,0.999993468,0.901265821,0.998544482,1,0.001815572,0.000880113,0.999738938,0.999164578,0.99945366,0.999832247,0.969791667,0.948184766,1,0.50925625,0.510672917,0.622823871,0.279414984,0.121850115,0.240354177,0.731432452,0.528385479,0.012070094,0.004765242,0.010486027,0.877098557,0.984962698,0.424359083,0.882331001,0.953341453,0.907174851,0.333333333,1,0
E81,0.006489788,0.000341391,0.000329086,0.992094862,0.999595665,0.999601114,0.778199051,0.926766291,0.900487808,0.025544672,0.00082271,0.999163174,0.966583124,0.998809047,0.998803889,0.910631741,0.883172554,0.984400658,0.509337616,0.510282572,0.618027024,0.219724562,0.117674889,0.241777483,0.805936383,0.546564857,0.006035047,0.029852838,0.015519321,0.701011703,0.995344711,0.845341853,0.690161128,0.994099414,0.940599221,1,0.972219177,0
E82,0.009861933,0.000256847,0.000244268,0.994729908,0.99967562,0.999664467,0.900952378,0.922135352,0.934405147,0.01397568,0.000712434,0.999258863,0.993316625,0.999546649,0.999554278,0.966180758,0.947037733,0.981094528,0.509348931,0.510253996,0.617518189,0.100293994,0.11709571,0.242311873,0.881460218,0.550232395,0.010688577,0.014295725,0.013055104,0.579772588,0.997583761,0.911423674,0.490162941,0.996416071,0.716670275,0,1,1
E83,0.085830629,0.006072143,0.00300909,0.748353096,0.984618897,0.993171614,0.484498272,0.850708006,0.861430158,0.027233575,0.000822483,0.999839771,0.952380952,0.998588792,0.999740013,0.882932011,0.862972756,0.985362096,0.499357971,0.515584037,0.606433529,0.372452239,0.119016498,0.248855771,0.679103859,0.540893562,0.091689086,0.001401542,0.066638704,0.638717475,0.993259199,0.884824049,0.828013946,0.99412577,0.721447814,0.666666667,0.972219177,0
E84,0.00165426,0.000249665,0.000251021,0.998682477,0.999982306,0.999993428,0.855555552,0.995432161,1,0.018620166,0.001179385,0.998820968,0.95572264,0.995502878,0.995525189,0.845682731,0.71766045,0.957303371,0.509936932,0.509744774,0.619732537,0.656611708,0.123983001,0.239697035,0.420941756,0.524371298,0.000581691,0.02789068,0.010853038,0.887839319,0.989702665,0.925777429,0.661582397,0.967323806,0.901207372,1,0.972219177,0
E85,0.00722148,7.10E-05,2.66E-05,0.998682477,0.999983178,0.999996876,0.965938866,0.984842857,0.970175438,0.010260091,0.000645338,0.999873916,0.961570593,0.997834691,0.999594321,0.772354949,0.748735109,1,0.509589784,0.510619943,0.619548903,0.253397907,0.119546535,0.241788936,0.759135037,0.530541335,0.008579946,0.006867554,0.008755833,0.86259873,0.997728338,0.466508848,0.578362396,0.958123484,0.53051343,0.666666667,0.926443303,0
E86,0.004326525,0.000301402,1.12E-05,0.998682477,0.999904318,0.999999153,0.943478259,0.979729094,0.950364964,0.000633339,0.000523501,0.999897401,0.997493734,0.988091626,0.997806124,0.802272728,0.003717693,0,0.509038492,0.510622002,0.613335686,0.333520806,0.111362859,0.243078318,0.731432452,0.533681587,0.003708282,0.000420463,0.002831227,0.815084949,0.993109945,0.472180688,0.979784394,0.301705156,0.88995229,0.333333333,0.972219177,0
E87,0.011770694,0.000269583,0.000176124,0.989459816,0.999637248,0.999649542,0.835356204,0.917286636,1,0.002828914,0.00095472,0.999351011,0.997493734,0.998916383,0.999303121,0.941216216,0.907131186,1,0.509625358,0.510249191,0.619011869,0.242909039,0.121781015,0.241978097,0.878200399,0.52138598,0.014178725,0.003644008,0.01158706,0.824329091,0.996899437,0.782350353,0.761729668,0.908666546,0.22694136,0.333333333,1,1
E88,0.006776102,0.000112766,3.96E-05,1,1,1,1,1,1,0.015200135,0.00061242,0.999691008,0.969924812,0.998468001,0.999463898,0.8695,0.806776741,0.965201465,0.509476566,0.510424277,0.619592129,0.403183147,0.05302761,0.23976803,0.269681522,0.455651925,0.007053007,0.021303434,0.013055104,0.887305403,0.999188888,0.656469874,0.804934991,0.994615751,0.843239297,1,1,0
E89,0.001972387,0.000450401,0.000146343,0.997364954,0.999543975,0.99985871,0.759999998,0.93699713,1,0.006797838,0.000449499,0.99953358,0.994152047,0.999372782,0.999377183,0.940988373,0.888082656,1,0.508687826,0.510416247,0.618478457,0.567819949,0.059280652,0.241213438,0.493769047,0.839051023,0.001745074,0.005466013,0.003303099,0.93965953,0.988272613,0.381421393,0.79876661,0.964251398,0.918047709,1,0.972219177,0
E90,0.0042629,0.000127223,2.98E-05,0.994729908,0.999866809,0.999975266,0.775539571,0.934953755,1,0.007726735,0.00079036,0.999692082,0.93817878,0.99234619,0.997179883,0.588888889,0.409740728,0.898395724,0.509670692,0.510409161,0.619838902,0.566380145,0.12623735,0.240795237,0.434707088,0.498657776,0.007852832,0.007848633,0.008598542,0.879247393,0.997457802,0.708107924,0.686892986,0.936076229,0.121465858,0.333333333,0.926443303,0
E91,0.005312719,0.000226313,0.000216698,0.988142292,0.999522909,0.99953147,0.603389827,0.873911166,0.959523809,0.005024489,0.000565627,0.999432412,0.994987469,0.999144607,0.999237303,0.932558139,0.878807716,0.974254744,0.509221167,0.510414042,0.618074285,0.313497165,0.119409768,0.241602108,0.722873522,0.536521353,0.004798953,0.006166783,0.005767315,0.700168305,0.997474558,0.446386728,0.824660577,0.954668713,0.891026625,1,0.926443303,0
E92,0.006712477,2.58E-05,1.20E-05,0.998682477,0.999998344,0.999999693,0.963380279,0.995875682,1,0.001351123,0.000534674,0.999895247,0.997493734,0.998673067,0.999755539,0.888461538,0.808519013,0.824074073,0.509532121,0.51062068,0.620751723,1,0.215331553,0.241468266,0,0,0.008289101,0.0033637,0.007235359,0.816359101,0.999509826,0.571315132,0.882331001,0.94821596,0.85127736,0.333333333,0.972219177,0
E93,0.006585226,4.97E-05,1.91E-05,0.993412385,0.999856383,0.999972518,0.816901411,0.831931244,0.967307695,0.005784496,0.000354267,0.999930022,0.994152047,0.99963481,0.999932721,0.931418919,0.916538824,0.887706856,0.509268218,0.51067407,0.618047606,0.368542842,0.110103945,0.242214573,0.636956859,0.569308297,0.007707409,0.004905396,0.007392649,0.835270735,0.999354845,0.820917028,0.712554421,0.969168839,0.319290334,0.666666667,0.926443303,0
E94,9.54E-05,2.40E-06,2.55E-06,1,1,1,1,1,1,0.007346732,0.000250265,0.999950069,0.984962406,0.999296172,0.999870334,0.866836734,0.789140145,0.83988764,0.509222415,0.510670069,0.617595119,0.838244953,0.118979468,0.242322371,0.194297355,0.540059616,7.27E-05,0.009390329,0.003565249,0.950133799,0.998256786,0.943054025,0.860765662,0.992491622,0.813819812,0.333333333,1,0
E95,9.54E-05,1.41E-07,5.44E-08,1,1,1,1,1,1,0.036311434,0.000559565,0.999890448,0.959064327,0.999163341,0.999845861,0.922179628,0.88011654,1,0.509607547,0.510595002,0.61763143,0.838244953,0.118979468,0.242312237,0.194297355,0.540059616,7.27E-05,0.019761738,0.007445079,0.950133799,0.999997655,0.943054025,0.846183417,0.993828721,0.902622533,0.666666667,1,0
E96,0.000318127,0.00040363,0.000130372,1,1,1,1,1,1,0.000591116,0.000344958,0.999931816,0.998329156,0.999454861,0.999832616,0.855,0.874840134,1,0.508640428,0.510862856,0.617595119,0,0.125952365,0.242322371,1,0.504039837,0.000145423,0.002382621,0.000996173,0.950133799,0.831833122,0.67529613,0.882331001,0.943883172,0.895979699,0.333333333,0.926443303,0
E97,0.000254501,3.22E-06,1.24E-06,1,1,1,1,1,1,0.010597872,0.000230146,0.999953947,0.992481203,0.999950246,0.999990834,0.950568182,0.982146407,0.950326796,0.509196193,0.51067248,0.618224659,0.838244953,0.116453519,0.242148722,0.194297355,0.553417291,0.000436268,0.023405746,0.009070414,0.813168719,0.999661129,0.955190447,0.833713746,0.992688491,0.504329245,0.666666667,0.972219177,0
E98,0.001558822,3.47E-05,1.11E-05,0.998682477,0.999999114,0.999999671,0.847058824,0.998350842,0.864,0.005446715,0.000336359,0.999933834,0.983291562,0.997899038,0.999638981,0.810457517,0.58095164,0.857142857,0.509272362,0.510665175,0.617655486,0.279414984,0.112953878,0.242305574,0.686427059,0.500550064,0.000872537,0.009670638,0.004246841,0.904164894,0.99671235,0.435162542,0.735457363,0.962007192,0.326586341,0.666666667,0.926443303,0
E99,0.027677038,0.00071929,0.00045192,0.988142292,0.989729485,0.993976491,0.92022727,0.402704052,0.914121699,4.22E-05,0.000281759,0.999915052,0.997493734,0.998207749,0.999669793,0.45625,0.576501685,1,0.508012858,0.511382498,0.618185023,0.308387123,0.119961738,0.241831311,0.56290911,0.795017101,0.038973315,0.000420463,0.028259844,0.837308748,0.988425039,0.248814928,0.882331001,0.685997434,0.964299063,0,0.972219177,1
E100,0.001813323,3.62E-06,2.51E-06,1,1,1,1,1,1,0.003968924,0.000156347,0.999968172,0.999164578,0.999886587,0.999979106,0.985353535,0.942267864,0.515306124,0.509104538,0.510691511,0.61774031,0.278411414,0.120690939,0.242287799,0.748738859,0.531942086,0.001963208,0.004204625,0.002988518,0.871078328,0.999866266,0.521030637,0.753119,0.972544159,0,0,0.972219177,1
E101,0.00047719,7.94E-06,8.11E-06,1,1,1,1,1,1,0.001182233,7.50E-05,0.999918089,0.974101921,0.998315857,0.998377146,0.286507936,0.058346653,1,0.508996735,0.510641371,0.617595119,0,0.118979468,0.242322371,1,0.540059616,0.000363557,0.001401542,0.000786452,0.853830227,0.997666482,0.558249341,0.882331001,0.975699639,0.937787517,0,0.972219177,1
E102,0.022555195,0.000552999,0.000538735,0.973649539,0.999794713,0.999843557,0.786301372,0.976342174,0.932957746,0.006206722,8.48E-05,0.999907816,0.978279031,0.999867553,0.99987627,0.78700565,0.88450116,0.937086092,0.508059719,0.511519576,0.617220772,0.479841413,0.106000809,0.242734366,0.59017708,0.600643698,0.019559369,0.008549404,0.017301945,0.546811751,0.99795039,0.612300766,0.875247827,0.991911373,0.880922437,0,1,1
E103,0.005344531,0.000118793,6.22E-05,0.996047431,0.999865295,0.999950554,0.863953492,0.9297719,1,0.00211113,0.000409942,0.99981031,0.991645781,0.998616291,0.999070556,0.7734375,0.749111788,0.88271605,0.509216526,0.51060401,0.619896675,0.318762685,0,0.241129126,0.704419765,0.389879428,0.007271141,0.005606167,0.007340219,0.541889961,0.996734661,0.245948077,0.87556093,0.914674092,0.363760688,0,0.926443303,1
E104,0,0,0,1,1,1,1,1,1,0.000633339,5.58E-05,0.999987548,0.998329156,0.999886587,0.999979106,0.861904762,0.858617745,0.833333333,0.508986957,0.510710339,0.617595119,0.838244953,0.112006571,0.242322371,0.194297355,0.576079396,7.27E-05,0.001962158,0.000786452,0.950133799,1,0.943054025,0.882331001,0.95489005,0.945997744,0.333333333,0.926443303,0
E105,0.000159063,1.25E-06,1.15E-06,1,1,1,1,1,1,0.004940044,0.000218689,0.999956155,0.999164578,0.999942176,0.999982245,0.988114755,0.97824747,0.895316805,0.509185504,0.510674951,0.617595119,0,0.118979468,0.242322371,1,0.540059616,0.000145423,0.004064471,0.001625334,0.950133799,0.999651432,1,0.882331001,0.99439165,0.849274789,0.333333333,1,0
E106,0.001081631,8.72E-06,2.36E-06,0.998682477,0.99996016,0.999992601,0.783333331,0.749569551,1,0.005657828,0.000135367,0.999972141,0.987468672,0.999685435,0.999940339,0.857843137,0.827145985,0.908212561,0.50906981,0.510695988,0.617891365,0.426372254,0.117943466,0.242238802,0.598809216,0.538626604,0.000654403,0.008128942,0.003512819,0.950133799,0.999315154,0.824271542,0.82338723,0.993050654,0.82857121,0.666666667,0.926443303,0
E107,0.000254501,1.82E-05,7.00E-06,1,1,1,1,1,1,0.001266678,0.000184741,0.999925398,0.983291562,0.999418678,0.999785806,0.462962963,0.769372304,1,0.5091142,0.510648211,0.617595119,0,0.125952365,0.242322371,1,0.504039837,0.000218134,0.002943238,0.001258323,0.950133799,0.994583963,0.760063676,0.428935354,0.920697851,0.471742746,0,0.926443303,1
E108,0.006903353,1.72E-05,7.74E-06,1,1,1,1,1,0.875229357,0.001224455,3.83E-05,0.999990923,1,1,1,1,1,0.904040405,0.508935362,0.510727332,0.617672593,0.838244953,0.113463194,0.24230277,0.194297355,0.568976851,0.008579946,0.002242467,0.007025638,0.854298988,0.999713264,0.428913955,0.882331001,0.992837132,0.791405445,0,1,1
E109,0.000286314,5.21E-07,1.09E-07,1,1,1,1,1,1,0.000802229,0.000100126,0.999977812,0.991645781,0.998717094,0.99976365,0.56060606,0.318993554,1,0.509040648,0.510698949,0.618419732,0.838244953,0.118979468,0.242089118,0.194297355,0.540059616,0.000436268,0.002382621,0.001205893,0.950133799,0.999960452,0.78616674,0.866436052,0.947313435,0.656212431,0,0.972219177,1
E110,6.36E-05,1.22E-07,6.80E-08,1,1,1,1,1,1,0.002448911,3.97E-05,0.999990664,0.98245614,0.999588437,0.999924177,0.63313253,0.458763777,1,0.508966821,0.510714158,0.617596325,0.838244953,0.118979468,0.242322179,0.194297355,0.540059616,7.27E-05,0.002943238,0.001153463,0.950133799,0.999973172,0.943054025,0.737743575,0.99253416,0.924538602,0.333333333,1,0
E111,0.008366737,8.52E-05,4.45E-05,0.981554677,0.999505451,0.9995609,0.607194246,0.692891591,0.896969698,0.00844452,0.00016904,0.999753176,0.961570593,0.995992926,0.99632705,0.7332,0,0.565359477,0.50897819,0.510506431,0.617786393,0.279414984,0.118823074,0.241910972,0.83818905,0.541469967,0.010179597,0.014716188,0.012845384,0.754460754,0.997526801,0.553940683,0.55747228,0.938461241,0.479586143,0,0.926443303,1
E112,0.003213081,0.000137595,0.000145001,0.994729908,0.999732699,0.999723879,0.705660377,0.88313757,0.866666668,0.000506671,0.000221508,0.999749488,0.994987469,0.997085734,0.99696695,0.604545454,0.286010049,0.802083334,0.508951548,0.51067066,0.617595119,0,0.126085062,0.242322371,1,0.503403256,0.000436268,0,0,0.581308407,0.997613363,0.688110696,0.536536017,0.936046006,0.972016996,0,0.972219177,1
E113,0.003213081,0.000224498,7.57E-05,0.997364954,0.999998245,0.999999348,0.850000002,0.99949495,1,0.00114001,6.10E-05,0.999927433,0.98663325,0.999943606,0.999944591,0.506382978,0.932376103,1,0.508602368,0.510765924,0.617599969,0.277617392,0.105193981,0.242316419,0.779637704,0.587915824,0.000436268,0.000560617,0.000524301,0.93133467,0.993406714,0.263042614,0.882331001,0.990604598,0.974783904,0,0.926443303,1
E114,0.002163263,9.86E-05,8.71E-05,0.990777339,0.99976746,0.999855381,0.281578947,0.860174878,1,0.002617801,4.52E-05,0.999989588,0.992481203,0.99980023,0.999962649,0.826,0.723261037,0.952020203,0.508802263,0.510858846,0.617218805,0.307284009,0.137179786,0.242898158,0.731140395,0.477109938,0.002544899,0.001121233,0.002254496,0.841353642,0.995834291,0.72032774,0.919412527,0.994959539,0.75579878,0,0.972219177,1
E115,3.18E-05,4.60E-08,1.77E-08,1,1,1,1,1,1,0,4.89E-06,0.999997367,0.998329156,0.999710797,0.99994672,0.516666667,0.031947874,1,0.508924095,0.510722042,0.617595119,0.838244953,0.118979468,0.242322371,0.194297355,0.540059616,0,0.000280308,0,0.950133799,0.999999724,0.943054025,0.882331001,0.967775461,0.967922216,0,0.972219177,1
E116,0.000286314,4.08E-07,2.07E-07,1,1,1,1,1,1,0.001646681,4.81E-05,0.999989028,0.996658312,0.999848713,0.99997191,0.876595745,0.793272985,1,0.508976783,0.510712446,0.617595119,0,0.119079321,0.242322371,1,0.549884085,0.000218134,0.000280308,0.000262151,0.950133799,0.999968071,0.934387586,0.882331001,0.992763943,0.815399579,0,0.972219177,1
E117,9.54E-05,1.12E-06,4.43E-07,1,1,1,1,1,1,0.000928897,0.000119947,0.999997129,0.984962406,0.998870455,0.99998614,0.406818182,0.445850757,1,0.509064029,0.510722472,0.617595119,0,0.125952365,0.242322371,1,0.504039837,0,0,0,0.950133799,0.999660745,0.856454132,0.038689657,0.961067083,0.854450167,0,0.926443303,1
E118,0.00082713,1.08E-05,6.14E-06,0.997364954,0.999590732,0.999670654,0.462068967,0,1,0.005573383,5.83E-05,0.999987047,0.993316625,0.999762774,0.999956296,0.919444444,0.733802497,0.976715687,0.50897124,0.510720052,0.617595447,0.838244953,0.112013768,0.242322815,0.194297355,0.575838408,0.001599651,0.002662929,0.002149636,0.952113736,0.998515576,0.596539787,0.882331001,0.985732306,0.360118977,0,0.972219177,1
E119,0.009957371,3.82E-05,3.36E-05,0.998682477,0.999999756,0.999999744,0.975238097,0.999588505,0.978343952,0.000591116,0,0.999998309,0.997493734,0.999997165,0.999999478,0.792857143,0.972426278,1,0.508851626,0.510779453,0.617575438,0.629152565,0.139122514,0.242355285,0.351818854,0.479506762,0.007925544,0.001261388,0.006186756,0.455628379,0.999680901,0.908044061,0.882331001,0.999426641,0.991249922,0,1,1
E120,0.001081631,3.11E-06,1.47E-06,0.998682477,0.99995376,0.999982826,0.783333331,0.392358356,1,0.000211113,3.81E-05,0.99999096,0.983291562,1,1,0,1,1,0.508959728,0.510716866,0.617595119,0,0.118979468,0.242322371,1,0.540059616,0.00101796,0.000840925,0.001048603,0.950368596,0.999588477,0.550247429,0.882331001,0.941738364,1,0,0.926443303,1
E121,0.001558822,0.000186819,0.000198848,1,1,1,1,1,0.864,0.006713393,1.62E-05,0.999979732,0.980785297,0.999981401,0.99998849,0.820698925,0.937504915,1,0.508612775,0.511034722,0.617595119,0,0.125341958,0.242322371,1,0.507466088,0.000218134,0,0,0.439284087,0.993025723,0.875688098,0.883636754,1,0.746280442,0,1,1
E122,0.001463384,8.77E-06,3.42E-06,0.998682477,0.999995862,0.999998463,0.837500002,0.970210438,0.855319148,0.004137815,5.72E-06,0.999997126,0.98663325,0.999850169,0.999960694,0.803389831,0.377057158,0.751633986,0.508909922,0.51072747,0.617597775,0,0.120497339,0.242321919,1,0.538127027,0.000727114,0.003503854,0.001835055,0.468206137,0.999320395,0.537346891,0.879911696,0.998390129,0.724620099,0,1,1
E123,6.36E-05,9.20E-08,3.55E-08,1,1,1,1,1,1,0.001224455,4.05E-05,0.99995682,0.9732665,0.999786967,0.99988755,0.286153846,0.683541358,1,0.508967878,0.510673871,0.617688256,0.838244953,0.118979468,0.242296242,0.194297355,0.540059616,7.27E-05,0.001541696,0.000629162,0.950133799,0.999999724,0.943054025,0.821004707,0.991169015,0.364874216,0,0.926443303,1
